379, 324
353, 443
320, 352
339, 388
366, 241
445, 478
430, 305
308, 406
439, 432
606, 399
395, 376
417, 428
276, 428
391, 336
247, 449
430, 305
317, 335
391, 480
444, 338
414, 304
294, 383
290, 387
322, 453
442, 382
379, 370
396, 348
406, 272
417, 231
348, 364
288, 389
362, 381
334, 478
