685.0, 1468.0, 0.259, 783.0, 1494.0, 0.269, 4.0
685.0, 1468.0, 0.259, 783.0, 1494.0, 0.269, 1.0
685.0, 1468.0, 0.259, 640.0, 1381.0, 0.252, 2.0
685.0, 1468.0, 0.259, 640.0, 1381.0, 0.252, 7.0
685.0, 1468.0, 0.259, 640.0, 1381.0, 0.252, 1.0
685.0, 1468.0, 0.259, 634.0, 1345.0, 0.245, 8.0
685.0, 1468.0, 0.259, 649.0, 1447.0, 0.264, 3.0
685.0, 1468.0, 0.259, 649.0, 1447.0, 0.264, 1.0
685.0, 1468.0, 0.259, 650.0, 1321.0, 0.242, 4.0
685.0, 1468.0, 0.259, 706.0, 1511.0, 0.27, 1.0
685.0, 1468.0, 0.259, 629.0, 1446.0, 0.26, 2.0
685.0, 1468.0, 0.259, 629.0, 1446.0, 0.26, 1.0
685.0, 1468.0, 0.259, 706.0, 1511.0, 0.27, 1.0
685.0, 1468.0, 0.259, 706.0, 1511.0, 0.27, 1.0
685.0, 1468.0, 0.259, 706.0, 1511.0, 0.27, 2.0
685.0, 1468.0, 0.259, 618.0, 1349.0, 0.245, 7.0
685.0, 1468.0, 0.259, 649.0, 1447.0, 0.264, 7.0
685.0, 1468.0, 0.259, 649.0, 1447.0, 0.264, 2.0
685.0, 1468.0, 0.259, 649.0, 1447.0, 0.264, 1.0
685.0, 1468.0, 0.259, 610.0, 1355.0, 0.248, 1.0
685.0, 1468.0, 0.259, 610.0, 1355.0, 0.248, 1.0
685.0, 1468.0, 0.259, 688.0, 1354.0, 0.249, 2.0
685.0, 1468.0, 0.259, 688.0, 1354.0, 0.249, 2.0
685.0, 1468.0, 0.259, 513.0, 1257.0, 0.231, 7.0
685.0, 1468.0, 0.259, 513.0, 1257.0, 0.231, 1.0
685.0, 1468.0, 0.259, 706.0, 1511.0, 0.27, 4.0
685.0, 1468.0, 0.259, 618.0, 1349.0, 0.245, 3.0
685.0, 1468.0, 0.259, 618.0, 1349.0, 0.245, 1.0
685.0, 1468.0, 0.259, 730.0, 1465.0, 0.262, 2.0
685.0, 1468.0, 0.259, 730.0, 1465.0, 0.262, 1.0
685.0, 1468.0, 0.259, 602.0, 1307.0, 0.238, 8.0
685.0, 1468.0, 0.259, 602.0, 1307.0, 0.238, 4.0
685.0, 1468.0, 0.259, 783.0, 1494.0, 0.269, 1.0
685.0, 1468.0, 0.259, 783.0, 1494.0, 0.269, 7.0
685.0, 1468.0, 0.259, 629.0, 1446.0, 0.26, 2.0
685.0, 1468.0, 0.259, 649.0, 1447.0, 0.264, 1.0
685.0, 1468.0, 0.259, 649.0, 1447.0, 0.264, 2.0
685.0, 1468.0, 0.259, 513.0, 1257.0, 0.231, 1.0
685.0, 1468.0, 0.259, 513.0, 1257.0, 0.231, 2.0
685.0, 1468.0, 0.259, 698.0, 1370.0, 0.249, 6.0
685.0, 1468.0, 0.259, 698.0, 1370.0, 0.249, 1.0
685.0, 1468.0, 0.259, 656.0, 1365.0, 0.251, 1.0
685.0, 1468.0, 0.259, 619.0, 1318.0, 0.237, 2.0
685.0, 1468.0, 0.259, 619.0, 1318.0, 0.237, 1.0
685.0, 1468.0, 0.259, 706.0, 1511.0, 0.27, 5.0
685.0, 1468.0, 0.259, 706.0, 1511.0, 0.27, 10.0
685.0, 1468.0, 0.259, 706.0, 1511.0, 0.27, 5.0
685.0, 1468.0, 0.259, 640.0, 1381.0, 0.252, 2.0
685.0, 1468.0, 0.259, 640.0, 1381.0, 0.252, 1.0
685.0, 1468.0, 0.259, 640.0, 1381.0, 0.252, 1.0
685.0, 1468.0, 0.259, 629.0, 1446.0, 0.26, 2.0
